checking_balance,months_loan_duration,credit_history,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,existing_loans_count,dependents,phone,default,purpose_business,purpose_car,purpose_car0,purpose_education,purpose_furniture/appliances,purpose_renovations,housing_other,housing_own,housing_rent,other_credit_bank,other_credit_none,other_credit_store,job_management,job_skilled,job_unemployed,job_unskilled
1,24,3,3149,1,2,4,1,22,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3,36,3,4210,1,3,4,2,26,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,9,3,2507,3,5,2,4,51,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
-1,12,3,2141,2,4,3,1,35,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,18,3,866,1,3,4,2,25,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,4,1,1544,1,4,2,1,42,3,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,24,3,1823,1,1,4,2,30,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2,6,3,14555,-1,1,1,2,23,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2,21,3,2767,2,5,4,2,61,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
-1,12,1,1291,1,3,4,2,35,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,30,3,2522,1,5,1,3,39,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,24,3,915,-1,5,4,2,29,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-1,6,3,1595,1,4,3,2,51,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,48,5,4605,1,5,3,4,24,2,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1,12,1,1185,1,3,3,2,27,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,12,4,3447,3,3,4,3,35,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
-1,24,3,1258,1,4,4,1,25,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,12,1,717,1,5,4,4,52,3,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,6,5,1204,2,3,4,1,35,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3,24,3,1925,1,3,2,2,26,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,18,3,433,1,1,3,4,22,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,6,1,666,4,4,3,4,39,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3,12,3,2251,1,3,1,2,46,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,30,3,2150,1,3,4,2,24,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-1,24,2,4151,2,3,2,3,35,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,9,3,2030,-1,4,2,1,24,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,60,2,7418,-1,3,1,1,27,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,24,1,2684,1,3,4,2,35,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,12,4,2149,1,3,4,1,29,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-1,15,3,3812,2,2,1,4,23,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,11,1,1154,2,1,4,4,57,3,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,12,3,1657,1,3,2,2,27,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,24,3,1603,1,5,4,4,55,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,18,1,5302,1,5,2,4,36,3,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
-1,12,1,2748,1,5,2,4,57,3,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
-1,10,1,1231,1,5,3,4,32,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,15,3,802,1,5,4,3,37,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,36,1,6304,-1,5,4,4,36,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,1533,1,2,4,3,38,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,14,3,8978,1,5,1,4,45,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,24,3,999,-1,5,4,2,25,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,18,3,2662,-1,4,4,3,32,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,12,1,1402,3,4,3,4,37,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,48,4,12169,-1,1,4,4,36,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2,48,3,3060,1,4,4,4,28,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,30,3,11998,1,2,1,1,34,1,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
-1,9,3,2697,1,3,1,2,32,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,18,1,2404,1,3,2,2,26,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,3,1262,-1,5,2,4,49,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,6,3,4611,1,2,1,4,32,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,1901,2,3,4,4,29,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
-1,15,1,3368,4,5,3,4,23,2,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,12,3,1574,1,3,4,2,50,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,18,4,1445,-1,4,4,4,49,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
-1,15,1,1520,-1,5,4,4,63,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,24,1,3878,2,2,4,2,37,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,47,3,10722,1,2,1,1,35,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,48,3,4788,1,4,4,3,26,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,48,2,7582,2,1,2,4,31,1,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
2,12,3,1092,1,3,4,4,49,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,24,2,1024,1,2,4,4,48,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-1,12,3,1076,1,3,2,2,26,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,36,3,9398,1,2,1,4,28,1,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,24,1,6419,1,5,2,4,44,2,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3,42,1,4796,1,5,4,4,56,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1,48,1,7629,-1,5,4,2,46,2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2,48,3,9960,1,2,1,2,26,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,12,3,4675,-1,2,1,4,20,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,10,3,1287,-1,5,4,2,45,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,18,3,2515,1,3,3,4,43,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,21,1,2745,4,4,3,2,32,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,6,3,672,1,1,1,4,54,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2,36,5,3804,1,3,4,1,42,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,24,1,1344,-1,4,4,2,37,2,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,10,1,1038,1,4,4,3,49,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,48,1,10127,3,3,2,2,44,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
-1,6,3,1543,4,3,4,2,33,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,30,3,4811,-1,4,2,4,24,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,12,3,727,2,2,4,3,33,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,8,3,1237,1,3,3,4,24,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,9,3,276,1,3,4,4,22,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2,48,3,5381,-1,1,3,4,40,1,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
-1,24,3,5511,2,3,4,1,25,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3,24,3,3749,1,2,2,4,26,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,12,3,685,1,4,2,3,25,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3,4,3,1494,-1,2,1,2,29,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,36,4,2746,1,5,4,4,31,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,12,3,708,1,3,2,3,38,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,24,3,4351,-1,3,1,4,48,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,12,1,701,1,3,4,2,32,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1,15,2,3643,1,5,1,4,27,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,30,1,4249,1,1,4,2,28,2,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,24,3,1938,1,2,4,3,32,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,24,3,2910,1,4,2,1,34,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,18,3,2659,4,3,4,2,28,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,18,1,1028,1,3,4,3,36,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,8,1,3398,1,4,1,4,39,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,12,1,5801,-1,5,2,4,49,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,24,3,1525,4,4,4,3,34,1,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3,36,3,4473,1,5,4,2,31,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,6,3,1068,1,5,4,4,28,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,24,1,6615,1,1,2,4,75,2,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
-1,18,1,1864,2,3,4,2,30,2,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2,60,3,7408,2,2,4,2,24,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,48,1,11590,2,3,2,4,24,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,24,5,4110,1,5,3,4,23,2,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1,6,1,3384,1,3,1,4,44,1,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
2,13,3,2101,1,2,2,4,23,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,15,3,1275,-1,3,4,2,24,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,24,3,4169,1,3,4,4,28,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,10,3,1521,1,3,4,2,31,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,24,1,5743,1,2,2,4,24,2,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,21,3,3599,1,4,1,4,26,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2,18,3,3213,3,2,1,3,25,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,18,3,4439,1,5,1,1,33,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3,10,3,3949,1,2,1,1,37,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,15,1,1459,1,3,4,2,43,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,13,1,882,1,2,4,4,23,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,24,3,3758,3,1,1,4,23,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
-1,6,2,1743,2,3,1,2,34,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,9,1,1136,4,5,4,3,32,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
-1,9,3,1236,1,2,1,4,23,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,9,3,959,1,3,1,2,29,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,18,1,3229,-1,1,2,4,38,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,12,5,6199,1,3,4,2,28,2,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,10,3,727,3,5,4,4,46,1,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
2,24,3,1246,1,2,4,2,23,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
-1,12,1,2331,-1,5,1,4,49,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,36,2,4463,1,3,4,2,26,2,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
-1,12,3,776,1,3,4,2,28,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,30,3,2406,1,4,4,4,23,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,18,3,1239,-1,3,4,4,61,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3,12,3,3399,-1,5,2,3,37,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
3,12,2,2247,1,3,2,2,36,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
-1,6,3,1766,1,3,1,2,21,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,18,3,2473,1,1,4,1,25,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
-1,12,3,1542,1,4,2,4,36,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,18,1,3850,1,4,3,1,27,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,18,3,3650,1,2,1,4,22,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,36,3,3446,1,5,4,2,42,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,18,3,3001,1,4,2,4,40,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,36,3,3079,-1,3,4,4,36,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,18,1,6070,1,5,3,4,33,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,10,1,2146,1,2,1,3,23,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,60,1,13756,-1,5,2,4,63,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2,60,4,14782,2,5,3,4,60,2,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,48,4,7685,1,4,2,4,37,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,18,2,2320,1,1,2,3,34,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,7,2,846,-1,5,3,4,36,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2,36,3,14318,1,5,4,2,57,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
-1,6,1,362,2,3,4,4,52,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,20,3,2212,-1,4,4,4,39,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,18,3,12976,1,1,3,4,38,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
-1,22,3,1283,-1,4,4,4,25,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,12,3,1330,1,2,4,1,26,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,30,2,4272,2,3,2,2,26,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,18,1,2238,1,3,2,1,25,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,18,3,1126,-1,2,4,2,21,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,18,1,7374,1,1,4,4,40,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2,15,1,2326,3,3,2,4,27,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-1,9,3,1449,1,4,3,2,27,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,18,3,1820,1,3,2,2,30,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2,12,3,983,4,2,1,4,19,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1,36,3,3249,1,4,2,4,39,1,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,6,1,1957,1,4,1,4,31,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,9,1,2406,1,1,2,3,31,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2,39,2,11760,2,4,2,3,32,1,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1,12,3,2578,1,1,3,4,55,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,36,1,2348,1,3,3,2,46,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,12,3,1223,1,5,1,1,46,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,24,1,1516,4,3,4,1,43,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,18,3,1473,1,2,3,4,39,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,18,1,1887,-1,3,4,4,28,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-1,24,2,8648,1,2,2,2,27,2,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-1,14,2,802,1,3,4,2,27,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,18,2,2899,-1,5,4,4,43,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,24,3,2039,1,2,1,1,22,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,24,1,2197,-1,4,4,4,43,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,15,3,1053,1,2,4,2,27,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,3235,3,5,3,2,26,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
3,12,1,939,3,4,4,2,28,3,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,24,3,1967,1,5,4,4,20,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,33,1,7253,1,4,3,2,35,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,12,1,2292,1,1,4,2,42,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
-1,10,3,1597,3,3,3,2,40,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,24,3,1381,-1,3,4,2,35,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,36,1,5842,1,5,2,2,35,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,12,3,2579,1,2,4,1,33,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,18,2,8471,-1,3,1,2,23,2,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
-1,21,3,2782,3,4,1,2,31,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2,18,3,1042,-1,3,4,2,33,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,3,3186,4,4,2,3,20,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,12,3,2028,-1,3,4,2,30,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,12,1,958,1,4,2,3,47,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,21,2,1591,2,4,4,3,34,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2,12,3,2762,-1,5,1,2,25,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2,18,3,2779,1,3,1,3,21,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,28,1,2743,1,5,4,2,29,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,18,1,1149,4,3,4,3,46,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,9,3,1313,1,5,1,4,20,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,18,1,1190,1,1,2,4,55,3,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
-1,5,3,3448,1,4,1,4,74,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,24,3,11328,1,3,2,3,29,2,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1,6,1,1872,1,1,4,4,36,3,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
-1,24,1,2058,1,3,4,2,33,2,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1,9,3,2136,1,3,3,2,25,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,12,3,1484,-1,3,2,1,25,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,6,3,660,3,4,2,4,23,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
-1,24,1,1287,4,5,4,4,37,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,42,1,3394,1,1,4,4,65,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
3,12,4,609,1,2,4,1,26,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-1,12,3,1884,1,5,4,4,39,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,12,3,1620,1,3,2,3,30,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,20,2,2629,1,3,2,3,29,2,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
-1,12,3,719,1,5,4,4,41,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2,48,1,5096,1,3,2,3,30,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
-1,9,1,1244,-1,5,4,4,41,2,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,36,3,1842,1,2,4,4,34,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,7,3,2576,1,3,2,2,35,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,12,3,1424,-1,5,3,4,55,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2,15,2,1512,4,3,3,3,61,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
-1,36,1,11054,-1,3,4,2,30,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,6,3,518,1,3,3,1,29,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,12,5,2759,1,5,2,4,34,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,2670,1,5,4,4,35,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,24,3,4817,1,4,2,3,31,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,2679,1,2,4,1,29,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,11,1,3905,1,3,2,2,36,2,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,12,3,3386,1,5,3,4,35,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,6,3,343,1,2,4,1,27,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,18,3,4594,1,2,3,2,32,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,36,3,3620,1,3,1,2,37,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
